Manual order,Kosambi,Mādhavānanda,Gopinath1896-img,Gopinath1914-img,Gopinath-num,SB spardha num,SB spardha text (some hyphens and spaces added),GRETIL,Ryder,Tawney n,Tawney
,,,,,,,,,,163,Of Indifference to Worldly Things
248,,"				त्वं राजा वयमप्युपासित­गुरुप्रज्ञाभिमानोन्नता:
					ख्यातस्त्वं विभवैर्यशांसि कवयो दिक्षु प्रतन्वन्ति न: ।
				इत्थं मानधनातिदूरमुभयोरप्यावयोरन्तरं
					यद्यस्मासु पराङ्मुखोऽसि वयमप्येकान्ततो नि:स्पृहा: ।।५१।।
			51. Thou art a king; we too are elevated through self-assurance about our wisdom acquired from our preceptor whom we served. Thou art celebrated through thy possessions; our fame is spread abroad in all quarters by learned men. Thus a great difference there is between us both, made by honour and riches. If thou art cold towards us, we too are perfectly indifferent towards thee.
[The śloka is addressed by a yati (one who has renounced the world) to a king. The yati wants to inform the king of the vanity of his possessions, and so is declaring that a yati is greater than the king. For the king is rich in wealth only, but he is rich in wisdom which should command even the respect of a king.
			For मानधनातिदूरं another reading is मानद नातिदूरं which may be rendered thus—`not much difference, O proud (king)’.]",https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-308.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-302.jpg,239,,,"
                tvaṃ rājā vayam apy upāsita-guru-prajñābhimānonnatāḥ
                khyātas tvaṃ vibhavair yaśāṃsi kavayo dikṣu pratanvanti naḥ |
                itthaṃ māna-dhanāti-dūram ubhayor apy āvayor antaraṃ
                yady asmāsu parāṅmukho 'si vayam apy ekāntato niḥspṛhā || BharSt_3.51 ||
            ",,164,"  Thou art a king, I grant, but we are famed for boundless lore, 
  Thy wealth's renowned, our skill by bards proclaimed on every shore, 
  Between us no vast gulf is set : what though thou scorn our name, 
  Yet we, to all indifferent, heed not thy praise or blame."
249,,"				अभुक्तायां यस्यां क्षणमपि न जातं नृपशतै-
					र्भुवस्तस्या लाभे क इव बहुमान: क्षितिभृताम् । 
				तदंशस्याप्यंशे तदवयवलेशेऽपि पतयो
					विषादे कर्तव्ये विदधति जडा: प्रत्युत मुदम् ।।५८।।
			58. What high dignity, alas, is there for kings in gaining that earth which has never for a moment been left unenjoyed by hundreds of rulers! The stupid owners of even a shred of the limb of a fraction of its fraction (i.e., of the most minute particle) feel delighted, whereas, on the contrary, they ought to grieve!",https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-309.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-303.jpg,240,,,"
                abhuktāyāṃ yasyāṃ kṣaṇam api na yātaṃ nṛpa-śatair
                dhuvas tasyā lābhe ka iva bahumānaḥ kṣiti-bhṛtām |
                tad-aṃśasyāpy aṃśe tad-avaya-leśe 'pi patayo
                viṣāde kartavye vidadhati jaḍāḥ pratyuta mudam || BharSt_3.58 ||
            ",,165,"  This world still groans 'neath many hundred kings 
    All emulous to snatch their neighbour's share, 
  Each paltry gain some fresh enjoyment brings, 
    To fools whose greed should fill them with despair. "
250,,"				मृत्पिण्डो जलरेखया वलयित: सर्वोऽप्ययं नन्वणु:
					स्वांशीकृत्य तमेव संगरशतै राज्ञां गणा भुञ्जते ।
				ते दद्युर्ददतोऽथवा किमपरं क्षुद्रा दरिद्रा भृशं
					धिग्धिक्तान्पुरुषाधमान्धनकणान् वाञ्छन्ति तेभ्योऽपि ये ।।५९।।
			59. It (the earth) is but a lump of clay circled by a ring of water! Even the whole of it is but a particle. Hosts of kings, having partitioned it after fighting hundreds of battles, enjoy it. What is so strange if these very poor insignificant persons may or do give (some parts of it)? But downright shame on those mean fellows who would beg bits of coin from even them !
			[May or do give—to indulge in a bit of self-gratification.]",https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-310.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-304.jpg,241,,,"
                mṛt-piṇḍo jala-rekhayā bala-yatiḥ sarvo 'py ayaṃ nanv aṇuḥ
                svāṃśīkṛtya sa eva saṅgara-śatai rājñāṃ gaṇā bhuñjate |
                ye dadyur dadato 'thavā kim aparaṃ kṣudrā daridraṃ bhṛśaṃ
                dhig dhik tān puruṣādhamān dhanakaṇān vāñchanti tebhyo 'pi ye || BharSt_3.59 ||
            ","
                THEY WANT THE EARTH

                'Tis but a little ball of mud
                  With a streak of water round;
                Yet kings for it will shed their blood,
                  As for a treasure found.
              
                They cannot, will not leave the thing,
                  So poor are they, so mean;
                And men will fawn on such a king!
                  Oh, shame upon the scene!              
            ",166,"  This earth is but a lump of clay girt with a briny ditch, 
  Where hosts of squabbling kings contend, all striving to be rich. 
  One cannot blame these grovelling slaves for cling-ing to their store, 
  But out on those who stoop to beg at any royal door!"
,,,,,,,,,,167,The Misery of a Courtier's life
251,,"                                        न नटा न विटा न गायका
                                                न च सभ्येतरवादचुञ्चव: ।
                                        नृपमीक्षितुमत्र के वयं 
                                                स्तनभारानमिता न योषित: ।।५६।।
                        56. Who are we to go to see a king—not dancers, court-jesters, or singers, nor experts in (learned) disputes with others in a court, nor youthful court mistresses! (That is, we have absolutely no business to go to a king.)
                        [The विट is generally a parasite of a prince.]",https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-311.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-305.jpg,242,,,"
                na naṭā nā viṭā na gāyakā na ca sabhyetara-vāda-cuñcavaḥ |
                nṛpam īkṣitum atra ke vayaṃ stana-bhārān amitā na yoṣitaḥ || BharSt_3.56 ||
            ","
                WHY GO TO COURT?

                I am not fashion's changing sport,
                I never acted, sang, nor hated;
                What figure should I cut at court?
                I am no lady languid-gaited.              
            ",168,"  What can I do in princely courts, 
  Unskilled in vice, and idle sports, 
  Nor singer, actor, rogue, nor clown,
  Nor bent on pulling others down ?"
252,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-312.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-306.jpg,243,,,"
                purā vidvattāsīd upaśamavatāṃ kleśa-hataye
                gatā kālenāsau viṣaya-sukha-siddhyai viṣayiṇām |
                idānīṃ tu prekṣya kṣiti-tala-bhujaḥ śāstra-vimukhān
                aho kaṣṭaṃ sāpi prati-dinam adhodhaḥ praviśati ||
            ","
                THE DECLINE OF TRUE LEARNING

                Once, learning slew the living woe
                Of wise men. That was long ago.
                She then disdained such service rare,
                Became a practical affair.
                But nowadays she sees that kings
                Despise all intellectual things,
                And sinking lower day by day,
                She seems to vanish quite away.
            ",169,"  Of old time learning courted saintly bliss. 
    Then stooped to be the slave of base desire, 
    But now that kings 'gainst intellect conspire 
  Each day she plunges deeper in th' abyss."
,,,,,,,,,,170,Of the Proud Man
253,,"				स जात: कोऽप्यासीन्मदनरिपुणा मूधि्र्न धवलं
						कपालं यस्योच्यैविर्निहितमलंकार­विधये ।
				नृभि: प्राणत्राणप्रवणमतिभि: कैश्चिदधुना
						नमद्भि: क: पुंसामयमतुलदर्पज्वरभर: ।।६०।।
			60. That man is indeed born (truly great) whose white skull (after death) is placed by (Śiva) the enemy of Madana (Cupid) high on the head as an ornament; (and) what is (worth) this rising fever of exceeding pride in men, who are nowadays adored by some people with minds intent on the preservation of their lives!
			[The great Śiva is called Kapālī; Kapāla meaning ‘skull’. The popular belief is that He puts on His head the skull of a hero whose wonderful life lived on earth merits this distinction.]",https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-313.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-307.jpg,244,,,"
                sa jātaḥ ko 'py āsīn madana-ripuṇā mūrdhni dhavalaṃ
                kapālaṃ yasyoccair vinihitam alaṅkāra-vidhaye |
                nṛbhiḥ prāṇa-trāṇa-pravaṇa-matibhiḥ kaiścid adhunā
                namadbhiḥ kaḥ puṃsām ayam atula-darpa-jvara-bharaḥ || BharSt_3.60 ||
            ",,171,"  Those men may boast of being born, whose skulls gleam white on Śiva's head,
  The final meed of holy saints, and chiefs whose souls in battle fled; 
  But oft I muse how men can swell with pride at causing those to bow. 
  Who, if they save their precious lives, care little for the when and how."
254,,"				अर्थानामीशिषे त्वं वयमपि च गिरामीश्महे यावदर्थं
					शूरस्त्वं वादिदर्पव्युपशमनविधावक्षयं पाटवं न: ।
				सेवन्ते त्वां धनाढ्या मतिमलहतये मामपि श्रोतुकामा
					मय्यप्यास्था न ते चेत्त्वयि मम नितरामेव राजन्ननास्था ।।५२।।
			52. Thou exercisest kingly power over riches, we do the same over words (i.e., ideas or scriptures) in all their senses. Thou art a hero (in battle), while we have never-failing skill in methods of subduing the pride of disputants. It is the rich who serve thee, while, intent on learning (higher truths), men serve us to have all imperfections of mind destroyed. If thou hast no regard for me, well, O king, I have absolutely none for thee.
",https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-314.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-308.jpg,245,,,"
                arthānām īśiṣe tvaṃ vayam api ca girām īśmahe yāvad arthaṃ
                śūras tvaṃ vādi-darpa-vyupaśamana-vidhāva-kṣayaṃ pāṭavaṃ naḥ |
                sevante tvāṃ dhanāḍhyā matimalahatayemām api śrotu-kāmāmayy
                apy āsthā na te cet tvayi mama nitarām eva rājann anāsthā || BharSt_3.52 ||
            ",,172,"  You are a lord of acres, 
    But we are lords of song; 
  And we subdue the subtle, 
    If you subdue the strong; 
  The rich of you are speaking, 
    In me the wise believe. 
  And if you find me irksome, 
    Why then — I take my leave."
255,,"                                        अशीमहि वयं भिक्षामाशावासो वसीमहि ।
                                        शयीमहि महीपृष्ठे कुर्वीमहि किमीश्वरै: ।।५५।।
                        55. Let us eat the food we have begged; let the sky be our clothing; let us lie down on the surface of the earth; what have we to do with the rich?
                        [आशा—the four quarters.]",https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-315.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-309.jpg,246,,,"
                aśnīmahi vayaṃ bhikṣām āśāvāso vasīmahi |
                śayīmahi mahī-pṛṣṭhe kurvīmahi kim īśvaraiḥ || BharSt_3.55 ||
            ","
                IF ONLY WE MIGHT DRESS IN AIR

                If only we might dress in air,
                  And eat what begging brings,
                And sleep outdoors, we should not care
                  For all the money-kings.
            ",,
256,,"				माने म्लायिनि खण्डिते च वसुनि व्यर्थे प्रयातेऽथिर्नि
					क्षीणे बन्धुजने गते परिजने नष्टे शनैर्यौवने ।
				युक्तं केवलमेतदेव सुधियां यज्जह्नुकन्यापय:-
					पूतग्रावगिरीन्द्रकन्दरतटीकुञ्जे निवास: क्वचित् ।।७८।।
			78. When honour has faded, wealth has become ruined, those who sue for favours have departed in disap­pointment, friends have dwindled away, retainers have left, and youth has gradually decayed, there remains only one thing proper for the wise—residence somewhere in a grove on the side of a valley of the Himalayas whose rocks are purified by the waters of the Gaṅgā.
			[जह्नुकन्या—The Gaṅgā is so called on account of the myth that ṛṣi Jahnu drank it up and then disgorged it through his ear or thigh, when in its course towards the Bay of Bengal after its descent from the heavens it overflowed the sacrificial platform of the ṛṣi. Examination of the traditional place where the ṛṣi is supposed to have lived in ancient times, suggests the likelihood of the course of the river being obstructed by an extensive eminence with pervious soil and of its delayed emergence on the other side.]",https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-316.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-310.jpg,247,,,"
                māne mlāyini khaṇḍite ca vasuni vyarthe prayāte 'rthini
                kṣīṇe bandhu-jane gate parijane naṣṭe śanair yauvane |
                yuktaṃ kevalam etad eva sudhiyāṃ yaj jahnu-kanyā-payaḥ-
                 pūtāgrāva-girīndra-kandara-taṭī-kuñje nivāsaḥ kvacit || BharSt_3.78 ||
            ",,175,"When honour fades, and wealth departs, and boons are craved in vain,
And friends are dead, and servants fled, and joy exchanged for pain, 
This course alone becomes the wise — to seek those mountain caves 
Whence softly flow through woods below the sanctifying waves."
257,,"				परेषां चेतांसि प्रतिदिवसमाराध्य बहुधा
					प्रसादं किं नेतुं विशसि हृदय क्लेशकलितम् ।
				प्रसन्ने त्वय्यन्त: स्वयमुदितचिन्तामणिगणो
					विविक्त: संकल्प: किमभिलषितं पुष्यति न ते ।।६१।।
			61. Why, O heart, dost thou set thyself on winning good graces, so hard to secure, by daily propitiating other men’s minds in various ways? When, being serene inwardly and free from society, thou hast gems of thought rising up of themselves (i.e., when desires do not induce your thinking), what objects mere wish (even) would not bring to thee?
			[The idea would come out more clearly, if we read, as many have done, क्लेशकलिलं and चिन्तामणिगुण:; the first expression would then mean ‘a (chaotic) mass of troubles’ instead of ‘hard to secure’, and the verb विशसि would have its primary sense of ‘entering into’. स्वयमुदितचिन्तामणिगुण: would then mean ‘having the virtue of a philosopher’s stone developed of itself in thee’—i.e., प्राप्ति:, one of the eight yogic powers. विविक्त: we prefer to render as ‘free from the company of others’—a state opposed to what is implied when we have to depend on others for gratifying our desires.]",https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-317.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-311.jpg,248,,,"
                pareṣāṃ cetāṃsi pratidivasam ārādhya bahudhā
                prasādaṃ kiṃ netuṃ viśasi hṛdaya kleśa-kalitam |
                prasanne tvayy antaḥ-savayamudita-cintāmaṇi-gaṇo
                viviktaḥ saṅkalpaḥ kim abhilaṣitaṃ puṣyati na te || BharSt_3.61 ||
            ",,176,"Why suffer endless woes in vain 
The favour of the great to gain ? 
Let false ambition's longings cease,
Learn to possess thy soul in peace, 
And thou hast won the wishing-cap 
That pours earth's treasures in thy lap."
258,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-318.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-312.jpg,249,,,"
                sthitiḥ puṇyāraṇye saha paricayo hanta hariṇaiḥ
                phalairmedhyā vṛttiḥ pratidivasatalpāni dṛṣadaḥ |
                itīyaṃ sāmagrī bhavati harabhaktiṃ spṛhayatāṃ
                vanaṃ vā gehaṃ vā sadṛśamupaśāntyekamanasām ||
            ",,,
259,168,"अमीषां प्राणानां तुलितबिसिनीपत्रपयसां
        कृते किं नास्माभिविर्गलित­विवेकैर्व्यवसितम् ।
यदाढ्यानामग्रे द्रविणमदनि:संज्ञमनसां
        कृतं वीतव्रीडैनिर्जगुणकथा­पातकमपि ।।५।।
5. What have we not endeavoured to do, with our depraved conscience, for the sake of our prāṇas (five vital forces) which are unreliable and compared to water on the leaves of a lotus, since in the presence of the rich, with their minds stupefied by the pride of wealth, we have shamelessly committed the sin of recounting our own merits!
[According to the scriptures, self-glorification is tanta­mount even to the sin of suicide.]",https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-319.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-313.jpg,250,,,"
                amīṣāṃ prāṇānāṃ tulita-visinī-patra-payasāṃ
                kṛte kiṃ nāsmābhir vigalita-vivekair vyavasitam |
                yad-āḍhyānām agre draviṇa-mada-niḥsaṃjña-manasāṃ
                kṛtaṃ māva-vrīḍair nija-guṇa-kathā-pātakam api || BharSt_3.5 ||
            ",,,
,,,,,,,,,,173,Of Self-renunciation
260,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-320.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-314.jpg,251,,,"
                atikrāntaḥ kālo laṭabhalalanābhogasubhago
                bhramantaḥ śrāntāḥ smaḥ suciramiha saṃsārasaraṇau |
                idānīṃ svaḥsindhostaṭabhuvi samākrandanagiraḥ
                sutāraiḥ phūtkāraiḥ śiva śiva śiveti pratanumaḥ ||
            ",,174,"  The day of pleasure's past and gone, 
  Long through this world we've wandered on, 
    And weary reached the brink: 
  By Ganga's stream shrills forth our cry, 
  "" O Siva, Siva, Lord most high. 
    Help, Siva, or we sink."""
261,,"                                सा रम्या नगरी महान्स नृपति: सामन्तचक्रं च त-
                                        त्पार्श्वे तस्य च सा विदग्धपरिषत्ताश्चन्द्रबिम्बानना: ।
                                उद्वृत्त: स च राजपुत्रनिवहस्ते बन्दिनस्ता: कथा:
                                        सर्वं यस्य वशादगात् स्मृतिपथं कालाय तस्मै नम: ।।४१।।
                        41. That lovely city, that grand monarch, and that circle of feudatory kings at his side, that cabinet of shrewd counsellors of his and those beauties with moon like faces, that group of wayward princes, those court-minstrels and their songs of praise—under whose power all this fleeted away and became objects of memory, to that Kāla (time or the principle of change) salutation!
                        [उद्वृत्त: —Another reading is उद्रिक्त, which means ‘haughty’.]",https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-321.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-315.jpg,252,,,"
                sā ramyā nagarī mahān sa nṛpatiḥ sāmanta-cakraṃ ca tat
                pārśve tasya ca sā vidagdha-pariṣat tāś candra-bimbānanāḥ |
                udvṛttaḥ sa rāja-putra-nivahas te vandinas tāḥ kathāḥ
                sarvaṃ yasya vaśād agāt smṛti-pathaṃ kālāya tasmai namaḥ || BharSt_3.41 ||
            ","
                THERE WAS A NOBLE CITY

                There was a noble city old,
                A mighty king, and vassals bold;
                And there were gathered scholars true,
                And moon-faced ladies not a few;
                And there were princes proud and free,
                And stories told, and minstrelsy:
                A memory now; we mourn their fall
                And honor Time, who levels all.
            ",,
262,,"				वयं येभ्यो जाताश्चिरपरिचिता एव खलु ते
					समं यै: संवृद्धा: स्मृतिविषयतां तेऽपि गमिता: ।
				इदानीमेते स्म: प्रतिदिवसमासन्नपतना
					गतास्तुल्यावस्थां सिकतिलनदीतीरतरुभि: ।।४८।।
			48. Those from whom we were born, well, they are now on intimate footing with Eternity (long dead); those with whom we were brought up have also become objects of memory. Now (that we have become old) we are ap­proaching nearer to our fall day by day, our condition being comparable to that of trees on the sandy bank of a river.
			[चिरपरिचिता:—a simpler reading is चिरपरिगता:]",https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-322.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-316.jpg,253,,,"
                vayaṃ yebhyo jātāś cira-parigatā eva khalu te
                samaṃ yaiḥ saṃvṛddhāḥ smṛti-viṣayatāṃ te 'pi gamitāḥ |
                idānīm ete smaḥ pratidivasam āsanna-patanā
                gatās tulyāvasthāṃ sikatilanadī-tīra-tarubhiḥ || BharSt_3.48 ||
            ","
                OLD AGE

                Gone long ago are they who gave us birth;
                Old friends are memories upon this earth;
                Our lives are undermined and daily sink,
                Like trees upon the river's sandy brink.              
            ",,
263,,"				यत्रानेक: क्वचिदपि गृहे तत्र तिष्ठत्यथैको
					यत्राप्येकस्तदनु बहवस्तत्र नैकोऽपि चान्ते ।
				इत्थं नेयौ रजनिदिवसौ लोलयन्द्वाविवाक्षौ
					काल: कल्यो भुवनफलके क्रीडति प्राणिशारै: ।।४२।।
			42. Where in some home (or, a square in the case of a checkerboard) there once were many, there is now one, and where there was one or many successively, there is none at the end (of the game)—this is the process in which expert Kāla plays (his game) on the checkerboard of this world with living beings as the pieces to be moved, and casting the two dice of day and night.",https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-323.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-317.jpg,254,,,"
                yatrānekaḥ kvacid api gṛhe tatra tiṣṭhaty athaiko
                yatrāpy ekas tad anu bahavas tatra naiko 'pi cānte |
                itthaṃ nayau rajani-divasau lolayan dvāv ivākṣau
                kālaḥ kalyo bhuvana-phalake kraḍati prāṇi-śāraiḥ || BharSt_3.42 ||
            ","
                THE CHESS-GAME

                Where there were scattered pieces on the board,
                  There now is one;
                Next, many slaughtered pieces are restored,
                  Then all are gone:
                The dice are day and night; the board is life;
                  Time and again
                Death plays a fearful chess-game with his wife—
                  The pawns are men.              
            ",,
264,,"				तपस्यन्त: सन्त: किमधिनिवसाम: सुरनदीं
					गुणोदारान्दारानुत परिचराम: सविनयम् ।
				पिबाम: शास्त्रौघानुत विविधकाव्यामृतरसा-
					न्न विद्म: किं कुर्म: कतिपयनिमेषायुषि जने ।।७६।।
			76. Shall we live by the celestial river practising austerities, or shall we amiably serve (our) wives graced by virtues? Shall we drink of the currents of scriptural literature, or of the nectar of diverse poetical literature? Man having the longevity of a few twinklings of the eye, we do not know which (of these) to undertake!",https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-324.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-318.jpg,255,,,"
                tapasyantaḥ santaḥ kim adhinivasāmaḥ sura-nadīṃ
                guṇodārān dārān uta paricarāmaḥ savinayam |
                pibāmaḥ śāstraughānuta-vividha-kāvyāmṛta-rasān
                na vidmaḥ kiṃ kurmaḥ katipaya-nimeṣāyuṣi jane || BharSt_3.76 ||
            ","
                CHOOSING A VOCATION

                What shall I do in these few hours of life?
                Live humbly with a sweet, religious wife?
                Renounce the world, the ties of kindred sever,
                And spend my days beside the sacred river?
                Drink deep of honeyed poems' nectar-flow?
                Or learn philosophy? I hardly know.
            ",,
265,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-325.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-319.jpg,256,,,"
                aho vā hāre vā balavati ripau vā suhṛdi vā
                maṇau vā loṣṭhe vā kusuma-śayane vā dṛṣadi vā |
                tṛṇe vā straiṇe vā mama sama-dṛśo yānti divasāḥ
                kvacit puṇyāraṇye śiva śiva śiveti pralapataḥ || BharSt_3.100*3 ||
            ","
                PEACE

                I would not call a friend or foe mine own,
                A gem or clod, a bed of flowers or stone,
                A serpent or a string of precious pearls,
                A bunch of grasses or a bunch of girls,
                So might I see with calm, unwavering eye
                My peaceful days move softly gliding by,
                The while I murmured in a pious grove
                To Shiva, Shiva, Shiva, all my love.              
            ",,
266,,"				गङ्गातीरे हिमगिरिशिलाबद्धपद्मासनस्य
					ब्रह्मध्यानाभ्यसनविधिना योगनिद्रां गतस्य ।
				किं तैर्भाव्यं मम सुदिवसैर्यत्र ते निविर्शङ्का:
				कण्डूयन्ते जरठहरिणा: स्वाङ्गमङ्गे मदीये ।।९८।।
			98. Will those happy days come to me when on the bank of the Gaṅgā, sitting in the lotus-posture on a piece of stone in the Himalayas, I shall fall into the yoga-nidrā (i.e., lose all consciousness in samādhi or perfect concen­tration) resulting from a regular practice of the contem­plation of Brahman, and when old antelopes having nothing to fear, will rub their limbs against my body!
            [पद्मासनम्— lit. lotus-seat; sitting cross-legged so that the soles of the feet protrude above along the thighs.]",https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-326.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-320.jpg,257,,,"
                gaṅgā-tīre hima-giri-śilā-baddha-padmāsanasya
                brahma-dhyānābhyasana-vidhinā yoga-nidrāṃ gatasya |
                kiṃ tair bhāvyaṃ mama sudivasair yatra te nirviśaṅkāḥ
                kaṇḍūyante jaraṭha-hariṇāḥ svāṅgam aṅge madīye || BharSt_3.98 ||
            ",,,
267,,"				स्फुरत्स्फारज्योत्स्नाधवलिततले क्वापि पुलिने
					सुखासीना: शान्तध्वनिषु रजनीषु द्युसरित: ।
				भवाभोगोद्विग्ना: शिव शिव शिवेत्युच्चवचस:
					कदा यास्यामोऽन्तर्गतबहुल­बाष्पाकुलदशाम् ।।८५।।
			85. Sitting in a peaceful posture, during nights when all sounds are stilled into silence, somewhere on the banks of the heavenly river which shines with the white glow of the bright-diffused moonlight, and fearful of the miseries of birth and death, crying aloud ‘Śiva, Śiva, Śiva,’ ah! when shall we attain that ecstasy which is characterized by copious tears of joy held in internal control!
			[The last line also reads differently—कदा स्यामानन्दोद्गत­बहुलबाष्पाकुलदृश:—‘When shall we have our eyes filled with copious tears arising out of joy?’]",https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-327.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-321.jpg,258,,,"
                sphurat-sphāra-jyotsnādhavalita-tale kvāpi puline
                sukhāsīnāḥ śānta-dhvantisu rajanīṣu dyu-saritaḥ |
                bhavābhogodvignāḥ śiva śiva śivety uccavacasaḥ
                kadā yāsyāmo 'targata-bahula-bāṣpākula-daśām || BharSt_3.85 ||
            ",,,
268,173,"आशा नाम नदी मनोरथजला तृष्णातरङ्गाकुला
        रागग्राहवती वितर्कविहगा धैर्यद्रुमध्वंसिनी ।
मोहावर्तसुदुस्तरातिगहना प्रोत्तुङ्गचिन्तातटी
तस्या: पारगता विशुद्धमनसो नन्दन्ति योगीश्वरा: ।।१०।।
10. Hope is like a flowing river of which the ceaseless desires constitutes the waters; it rages with the waves of keen longings, and the attachments for various objects are its animals of prey; scheming thoughts of greed are the aquatic birds that abound on it, and it destroys in its course the big trees of patience and fortitude; it is rendered impassable by the whirlpools of ignorance, and of profound depth of bed as it is, its banks of anxious deliberation are precipitous indeed. Such a river the yogīs of pure mind pass across to enjoy supreme felicity.",https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-328.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-322.jpg,259,,,"
                āśā nāma nadī manoratha-jalā tṛṣṇā-taraṅgākulā
                rāga-grāhavatī vitarka-vihagā dhairya-druma-dhvaṃsinī |
                mohāvarta-sudustarātigahanā prottuṅga-cintā-taṭī
                tasyāḥ para-gatā viśuddham alaso nandanti yogīśvarāḥ || BharSt_3.10 ||
            ",,,
